,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,year,month,pct_change,Trend,21 moving average,34 moving average,average,std 20,std14,upperband,lowerband,open-close,low-high,5_day_rolling,5_day_rolling_std,Action
208,208,BAJFINANCE,EQ,2018-03-14,1680.7,1672.0,1720.9,1668.25,1719.0,1710.1,1686.47,848659,1431239980.0,30033,466358,54.95,2018,3,1.7492711369999998,Positive,1649.542857142857,1659.963235294117,1649.7464285714286,28.010440802594356,28.010440802594356,1705.7673101766172,1593.7255469662396,2.2787081339712865,3.1560017982916286,1.110129660999999,0.5348370753537893,1.0
209,209,BAJFINANCE,EQ,2018-03-15,1710.1,1715.1,1739.9,1714.0,1722.5,1726.25,1729.03,739187,1278074181.0,33108,280288,37.92,2018,3,0.944389217,Slight positive,1653.4690476190472,1660.4794117647054,1658.7392857142856,30.98410373184161,30.98410373184161,1720.7074931779691,1596.7710782506024,0.6501078654305925,1.5110851808634826,1.1791323227999992,0.4709024449363919,-1.0
210,210,BAJFINANCE,EQ,2018-03-16,1726.25,1712.0,1724.65,1681.05,1692.0,1687.9,1698.56,1017699,1728627616.0,48330,649239,63.79,2018,3,-2.221578566,Negative,1654.3238095238096,1658.9720588235293,1662.6321428571425,30.979271029449105,30.979271029449105,1724.590684916041,1600.6736007982447,-1.4077102803738264,2.5936170845602535,0.41357340459999925,1.5279911832965969,-1.0
211,211,BAJFINANCE,EQ,2018-03-19,1687.9,1698.9,1698.9,1627.0,1628.0,1631.85,1649.23,848984,1400168482.0,33762,431459,50.82,2018,3,-3.320694354,Among top losers,1652.171428571428,1656.6647058823526,1659.5535714285709,31.7918982439808,31.7918982439808,1723.1373679165326,1595.9697749406093,-3.9466713755959844,4.419176398279047,-0.38416478920000074,2.2381421770422296,1.0
212,212,BAJFINANCE,EQ,2018-03-20,1631.85,1627.0,1663.1,1615.2,1661.9,1657.3,1641.54,1318758,2164797489.0,36197,658564,49.94,2018,3,1.559579618,Positive,1651.3166666666666,1654.9588235294116,1659.5892857142856,31.788847697135434,31.788847697135434,1723.1669811085565,1596.0115903200146,1.8623232944068808,2.9655770183258956,-0.2578065896000007,2.345965164820246,1.0
213,213,BAJFINANCE,EQ,2018-03-21,1657.3,1674.5,1712.0,1665.5,1699.6,1704.55,1691.58,1131098,1913340093.0,41765,556969,49.24,2018,3,2.851022748,Positive,1654.2619047619046,1655.7279411764707,1664.1821428571427,33.384747825350054,33.384747825350054,1730.9516385078425,1597.4126472064427,1.794565541952819,2.7919543680576404,-0.03745626740000065,2.617627635161309,-1.0
214,214,BAJFINANCE,EQ,2018-03-22,1704.55,1708.0,1720.0,1690.15,1691.2,1695.6,1706.55,1153716,1968873843.0,49676,603194,52.28,2018,3,-0.525065266,Slight negative,1656.9690476190476,1656.2499999999998,1666.7714285714285,34.37229270057616,34.37229270057616,1735.5160139725806,1598.026843170276,-0.7259953161592559,1.7661154335413962,-0.33134716400000064,2.561726977558206,-1.0
215,215,BAJFINANCE,EQ,2018-03-23,1695.6,1655.0,1695.0,1655.0,1686.15,1685.3,1682.47,1088426,1831240515.0,68840,630768,57.95,2018,3,-0.607454588,Slight negative,1661.2000000000005,1654.9514705882352,1670.2249999999995,33.564998653581874,33.564998653581874,1737.3549973071633,1603.0950026928358,1.8308157099697857,2.416918429003021,-0.008522368400000691,2.3575390634837916,1.0
216,216,BAJFINANCE,EQ,2018-03-26,1685.3,1698.9,1748.0,1686.0,1744.45,1741.6,1722.91,1288984,2220806503.0,48148,536370,41.61,2018,3,3.3406515160000003,Among top gainers,1667.9261904761904,1658.266176470588,1677.6428571428567,37.122809995709936,37.122809995709936,1751.8884771342764,1603.3972371514367,2.513391017717336,3.6773428232502967,1.3237468055999995,1.8441623050323197,1.0
217,217,BAJFINANCE,EQ,2018-03-27,1741.6,1750.0,1798.0,1749.8,1775.8,1772.45,1779.09,1670239,2971503033.0,81069,778826,46.63,2018,3,1.771359669,Positive,1674.547619047619,1663.1926470588235,1688.6499999999994,40.84858532527751,40.84858532527751,1770.3471706505547,1606.9528293494445,1.2828571428571456,2.754600525774377,1.3661028157999995,1.8533421453744594,-1.0
218,218,BAJFINANCE,EQ,2018-03-28,1772.45,1777.0,1793.0,1760.8,1772.8,1767.55,1779.05,986960,1755848218.0,39469,388723,39.39,2018,3,-0.276453497,No change,1678.957142857143,1666.2926470588236,1698.6142857142856,41.92917301175984,41.92917301175984,1782.4726317378052,1614.7559396907654,-0.53179516038267,1.828714220808726,0.7406075667999994,1.7518769173625777,1.0
219,219,BAJFINANCE,EQ,2018-04-02,1767.55,1769.0,1825.0,1769.0,1824.7,1818.6,1801.28,633203,1140577884.0,31334,224041,35.38,2018,4,2.888178552,Positive,1686.661904761905,1671.4970588235294,1710.3571428571427,50.648213033788345,50.648213033788345,1811.6535689247191,1609.0607167895655,2.803843979649514,3.165630299604296,1.4232563303999997,1.7997484323449982,1.0
220,220,BAJFINANCE,EQ,2018-04-03,1818.6,1820.0,1840.0,1801.6,1831.75,1834.25,1824.02,1049457,1914231754.0,41549,460658,43.89,2018,4,0.8605520729999999,Slight positive,1695.9,1676.5588235294117,1722.4285714285709,58.58777344977109,58.58777344977109,1839.6041183281127,1605.2530245290286,0.782967032967033,2.1314387211367727,1.7168576625999996,1.476331451161303,1.0
221,221,BAJFINANCE,EQ,2018-04-04,1834.25,1840.0,1869.6,1836.7,1847.0,1850.2,1853.68,1793441,3324467952.0,54366,984526,54.9,2018,4,0.869565217,Slight positive,1704.9880952380954,1682.7588235294115,1734.5357142857138,66.30637348577174,66.30637348577174,1867.1484612572567,1601.9229673141706,0.554347826086959,1.791256057058848,1.2226404027999995,1.1809067199997483,1.0
222,222,BAJFINANCE,EQ,2018-04-05,1850.2,1866.0,1922.1,1866.0,1914.0,1915.6,1908.42,1385959,2644986246.0,45034,627993,45.31,2018,4,3.534753,Among top gainers,1718.257142857143,1690.7529411764701,1749.2142857142849,81.4888770809339,81.4888770809339,1912.1920398761526,1586.2365315524173,2.658092175777058,3.0064308681671976,1.5753190689999994,1.5812197306534495,1.0
223,223,BAJFINANCE,EQ,2018-04-06,1915.6,1919.0,1943.5,1908.85,1939.0,1937.6,1932.1,1612001,3114552244.0,39635,820004,50.87,2018,4,1.148465233,Positive,1732.5357142857142,1698.6249999999993,1764.3107142857134,95.3119860461704,95.3119860461704,1954.9346863780545,1573.6867421933728,0.9692548202188592,1.815229064620064,1.8603028149999996,1.259770537650389,1.0
224,224,BAJFINANCE,EQ,2018-04-09,1937.6,1942.6,1967.75,1930.25,1937.95,1944.25,1950.92,1131792,2208031475.0,42612,678381,59.94,2018,4,0.343208092,No change,1748.054761904762,1706.4838235294112,1782.621428571428,103.75357957547631,103.75357957547631,1990.1285877223804,1575.1142694204755,0.08493771234428554,1.9427535293355784,1.3513087229999996,1.2547669275122795,-1.0
225,225,BAJFINANCE,EQ,2018-04-10,1944.25,1950.0,1952.45,1913.65,1922.0,1926.05,1929.85,1013811,1956506071.0,30907,424099,41.83,2018,4,-0.936093609,Slight negative,1762.2452380952384,1713.8602941176464,1803.6357142857134,100.61342514138303,100.61342514138303,2004.86256456848,1602.4088640029474,-1.2282051282051305,2.0275389961591697,0.9919795865999996,1.6312219627555586,-1.0
226,226,BAJFINANCE,EQ,2018-04-11,1926.05,1926.0,1955.0,1891.4,1918.0,1924.65,1920.01,1188976,2282845563.0,30665,643772,54.15,2018,4,-0.072687625,No change,1775.1238095238098,1722.1529411764704,1822.7321428571427,95.96661400063354,95.96661400063354,2014.665370858409,1630.7989148558756,-0.07009345794392051,3.362588558739553,0.8035290181999996,1.7018007578021968,1.0
227,227,BAJFINANCE,EQ,2018-04-12,1924.65,1923.75,1942.1,1911.05,1927.5,1929.35,1929.76,535354,1033103514.0,17619,173674,32.44,2018,4,0.244200244,No change,1787.7000000000005,1730.6999999999994,1838.7892857142847,93.44491832619005,93.44491832619005,2025.6791223666653,1651.899449061905,0.29109811565951443,1.6247612569006544,0.14541846699999955,0.7536942397135107,-1.0
228,228,BAJFINANCE,EQ,2018-04-13,1929.35,1931.0,1948.85,1907.6,1918.8,1914.35,1923.62,592886,1140487365.0,25466,224479,37.86,2018,4,-0.777463913,Slight negative,1798.8261904761907,1740.0499999999995,1854.4142857142847,85.62155872606276,85.62155872606276,2025.6574031664106,1683.1711682621594,-0.86224754013465,2.162403019500944,-0.23976736220000044,0.586512677901819,1.0
229,229,BAJFINANCE,EQ,2018-04-16,1914.35,1913.95,1950.0,1897.55,1949.0,1943.3,1924.64,772723,1487216896.0,27211,424202,54.9,2018,4,1.512262648,Positive,1809.9309523809532,1750.136764705882,1872.8428571428565,73.30134025729502,73.30134025729502,2019.4455376574465,1726.2401766282667,1.5334778860471752,2.764090537798743,-0.00595645100000044,0.9788257698409736,-1.0
230,230,BAJFINANCE,EQ,2018-04-17,1943.3,1959.9,1959.9,1918.0,1935.0,1935.05,1935.99,696203,1347840634.0,40737,315697,45.35,2018,4,-0.424535584,No change,1819.8738095238105,1759.0088235294115,1886.6607142857135,64.34408758496842,64.34408758496842,2015.3488894556506,1757.972539115777,-1.2679218327465758,2.184567257559963,0.09635515399999957,0.8789360878530125,-1.0
231,231,BAJFINANCE,EQ,2018-04-18,1935.05,1946.0,1950.55,1921.3,1927.15,1926.85,1934.24,462905,895368377.6,20106,164409,35.52,2018,4,-0.42376166,No change,1831.2523809523814,1766.4176470588236,1897.689285714285,55.94666477503167,55.94666477503167,2009.5826152643485,1785.7959561642215,-0.9840698869475895,1.5224067037943059,0.02614034699999957,0.909314306164907,-1.0
232,232,BAJFINANCE,EQ,2018-04-19,1926.85,1935.0,1935.5,1908.15,1910.55,1913.3,1917.66,632589,1213089277.0,19337,373158,58.99,2018,4,-0.703220282,Slight negative,1844.6547619047626,1773.9617647058822,1908.0999999999995,41.58446455476965,41.58446455476965,1991.2689291095385,1824.9310708904602,-1.121447028423775,1.4333254723161128,-0.16334375820000044,0.9503033341285119,-1.0
233,233,BAJFINANCE,EQ,2018-04-20,1913.3,1907.8,1907.8,1850.15,1881.0,1880.4,1868.16,1226196,2290734255.0,44935,677076,55.22,2018,4,-1.7195421519999998,Negative,1855.2785714285721,1781.025,1912.5142857142853,33.92833753532998,33.92833753532998,1980.3709607849453,1844.6576106436253,-1.4362092462522207,3.1159635705213016,-0.3517594060000004,1.170407333162019,1.0
234,234,BAJFINANCE,EQ,2018-04-23,1880.4,1880.0,1919.75,1860.8,1899.0,1899.35,1892.15,762125,1442053158.0,48306,332162,43.58,2018,4,1.007764305,Positive,1864.5547619047625,1788.0838235294116,1917.1642857142847,25.884361395142662,25.884361395142662,1968.9330085045706,1865.395562924,1.0292553191489313,3.1679922613929516,-0.4526590746000004,0.9749661647247817,1.0
235,235,BAJFINANCE,EQ,2018-04-24,1899.35,1908.0,1933.25,1898.6,1926.0,1917.8,1916.44,784895,1504206020.0,28384,353709,45.06,2018,4,0.971384947,Slight positive,1875.1357142857148,1796.344117647059,1921.9928571428568,17.320017955452567,17.320017955452567,1956.6328930537616,1887.3528212319516,0.513626834381549,1.825028968713794,-0.17347496840000037,1.1661504736086068,-1.0
236,236,BAJFINANCE,EQ,2018-04-25,1917.8,1925.95,1938.95,1888.65,1900.0,1899.85,1914.96,677675,1297718402.0,21972,261181,38.54,2018,4,-0.935968297,Slight negative,1885.3523809523813,1804.0529411764705,1920.8678571428568,18.253551889771646,18.253551889771646,1957.3749609223999,1884.3607533633133,-1.3551753680002148,2.6632780028062344,-0.2759162958000003,1.2151038256832598,-1.0
237,237,BAJFINANCE,EQ,2018-04-26,1899.85,1909.0,1915.0,1876.6,1907.0,1892.1,1894.52,1098339,2080828330.0,35027,606882,55.25,2018,4,-0.407926942,No change,1892.5190476190478,1812.1044117647061,1917.6178571428568,19.077268058938397,19.077268058938397,1955.7723932607332,1879.46332102498,-0.8852802514405496,2.0462538633699294,-0.21685762780000034,1.1961717802554988,1.0
238,238,BAJFINANCE,EQ,2018-04-27,1892.1,1912.0,1915.45,1892.5,1903.0,1901.15,1902.29,641591,1220492858.0,15951,337174,52.55,2018,4,0.478304529,No change,1898.6476190476199,1820.1367647058826,1914.5392857142847,17.889577741171898,17.889577741171898,1950.318441196629,1878.7601302319413,-0.5674686192468571,1.2126816380449166,0.2227117083999996,0.8634800735770549,1.0
239,239,BAJFINANCE,EQ,2018-04-30,1901.15,1924.9,1924.9,1894.8,1904.8,1907.7,1909.05,647210,1235557150.0,21509,432836,66.88,2018,4,0.344528312,No change,1905.3214285714291,1827.5926470588238,1913.2285714285708,17.651996120330416,17.651996120330416,1948.5325636692319,1877.9245791879105,-0.8935529118395784,1.5885581591724793,0.09006450979999961,0.7571239427697162,-1.0
240,240,BAJFINANCE,EQ,2018-05-02,1907.7,1909.0,1936.75,1900.0,1903.1,1905.1,1920.59,687083,1319606919.0,26841,333162,48.49,2018,5,-0.136289773,No change,1909.4404761904766,1834.6470588235293,1911.8321428571421,17.451103195685015,17.451103195685015,1946.734349248512,1876.929936465772,-0.2042954426401305,1.9342105263157894,-0.1314704342000004,0.5749061988948125,-1.0
241,241,BAJFINANCE,EQ,2018-05-03,1905.1,1905.05,1906.75,1862.6,1879.0,1874.3,1881.92,471750,887794298.0,18379,243376,51.59,2018,5,-1.616713033,Negative,1911.3476190476197,1840.3411764705884,1907.8999999999994,19.303955353939678,19.303955353939678,1946.5079107078786,1869.29208929212,-1.6141308627070157,2.3703425319445985,-0.2676193814000004,0.8348824224153952,-1.0
242,242,BAJFINANCE,EQ,2018-05-04,1874.3,1880.0,1893.25,1851.65,1866.0,1857.4,1869.59,562177,1051038743.0,18917,352862,62.77,2018,5,-0.901669957,Slight negative,1911.6904761904766,1844.6735294117652,1903.8321428571426,23.405025817454117,23.405025817454117,1950.6421944920505,1857.0220912222344,-1.2021276595744634,2.2466448842923827,-0.36636798440000035,0.8834155484421959,1.0
243,243,BAJFINANCE,EQ,2018-05-07,1857.4,1865.0,1902.0,1856.05,1892.0,1895.45,1882.65,485519,914060624.9,20023,286493,59.01,2018,5,2.048562507,Positive,1910.730952380953,1849.65,1900.4142857142854,20.513301768602854,20.513301768602854,1941.4408892514914,1859.38768217708,1.63270777479893,2.475687616174136,-0.052316388800000294,1.3916687577170752,-1.0
244,244,BAJFINANCE,EQ,2018-05-08,1895.45,1898.5,1898.5,1860.0,1875.0,1868.4,1873.63,669757,1254877126.0,35657,406051,60.63,2018,5,-1.427101744,Negative,1907.435714285715,1854.958823529412,1895.6535714285712,19.569053908616663,19.569053908616663,1934.7916792458045,1856.515463611338,-1.585462207005526,2.0698924731182795,-0.4066424000000003,1.4875972380047953,-1.0
245,245,BAJFINANCE,EQ,2018-05-09,1868.4,1875.1,1875.1,1845.0,1848.0,1849.1,1854.12,645553,1196932029.0,31073,449374,69.61,2018,5,-1.032969386,Negative,1902.9047619047626,1861.3485294117652,1890.1,21.01382328920655,21.01382328920655,1932.127646578413,1848.0723534215865,-1.386592715055197,1.6314363143631387,-0.5859783226000003,1.5008472819436076,-1.0
246,246,BAJFINANCE,EQ,2018-05-10,1849.1,1852.0,1861.45,1818.0,1836.0,1837.4,1836.31,588792,1081202662.0,20825,316490,53.75,2018,5,-0.6327402520000001,Slight negative,1898.6833333333334,1866.6455882352946,1884.6785714285716,24.128045557334808,24.128045557334808,1932.9346625432406,1836.4224803139014,-0.7883369330453515,2.3899889988998924,-0.3891837664000003,1.3925069481817787,1.0
247,247,BAJFINANCE,EQ,2018-05-11,1837.4,1845.0,1880.75,1828.1,1855.0,1861.5,1865.82,483249,901653615.3,16335,147881,30.6,2018,5,1.311636007,Positive,1895.676190476191,1871.2617647058826,1883.3285714285714,24.902175640847048,24.902175640847048,1933.1329227102656,1833.524220146877,0.894308943089431,2.88003938515399,0.05347742639999966,1.5335174885630798,1.0
248,248,BAJFINANCE,EQ,2018-05-14,1861.5,1863.1,1883.95,1842.95,1856.7,1864.5,1865.99,642971,1199775599.0,23366,387420,60.25,2018,5,0.161160355,No change,1892.588095238096,1876.2294117647061,1880.8392857142856,24.919278747506965,24.919278747506965,1930.6778432093,1831.0007282192719,0.07514357790779298,2.2246941045606228,-0.32400300400000037,1.086908150273009,1.0
249,249,BAJFINANCE,EQ,2018-05-15,1864.5,1865.25,1933.5,1854.5,1900.0,1901.95,1905.25,1570302,2991814700.0,59690,628260,40.01,2018,5,2.008581389,Positive,1891.9976190476195,1882.6014705882355,1879.707142857143,23.42621688113318,23.42621688113318,1926.5595766194092,1832.8547090948766,1.9675646696153355,4.259908331086546,0.36313362259999965,1.2834345241110894,1.0
250,250,BAJFINANCE,EQ,2018-05-16,1901.95,1892.5,1929.0,1872.9,1929.0,1919.95,1908.26,952836,1818256702.0,35756,439871,46.16,2018,5,0.946397119,Slight positive,1890.8857142857144,1887.8470588235293,1881.1428571428573,25.29690507933048,25.29690507933048,1931.7366673015185,1830.5490469841964,1.4504623513870565,2.9953547973730528,0.7590069235999997,1.0242474132391837,1.0
251,251,BAJFINANCE,EQ,2018-05-17,1919.95,1930.0,2087.8,1906.1,2067.95,2066.5,2003.37,5581203,11181210536.0,159158,1598192,28.64,2018,5,7.633011276,Bull run,1897.1452380952387,1896.4955882352936,1893.6000000000006,55.735515538181886,55.735515538181886,2005.071031076364,1782.1289689236364,7.072538860103626,9.532553381249686,2.4121572291999995,2.9936089017106657,1.0
252,252,BAJFINANCE,EQ,2018-05-18,2066.5,2069.9,2171.75,2065.65,2139.0,2149.65,2126.79,8316734,17687907758.0,225313,2036992,24.49,2018,5,4.02371159,Among top gainers,1907.7547619047625,1907.7338235294112,1911.3500000000006,88.3513723719059,88.3513723719059,2088.052744743812,1734.6472552561884,3.852843132518479,5.1363977440515045,2.954572345799999,2.990052956442633,-1.0
253,253,BAJFINANCE,EQ,2018-05-21,2149.65,2125.0,2149.0,2080.55,2114.9,2105.45,2105.9,2376823,5005357985.0,72060,900391,37.88,2018,5,-2.056148675,Negative,1916.904761904762,1916.1705882352933,1925.4750000000006,102.41161808715799,102.41161808715799,2130.298236174316,1720.6517638256846,-0.9200000000000085,3.2899954338996813,2.5111105397999993,3.6084120281767706,1.0
254,254,BAJFINANCE,EQ,2018-05-22,2105.45,2111.0,2177.9,2110.0,2146.0,2149.3,2155.28,1963373,4231625669.0,79406,306180,15.59,2018,5,2.082690161,Positive,1929.709523809524,1925.4367647058814,1942.9178571428574,118.24640441295672,118.24640441295672,2179.410665968771,1706.4250483169442,1.8143060161061195,3.2180094786729905,2.5259322941999995,3.605983205448726,-1.0
255,255,BAJFINANCE,EQ,2018-05-23,2149.3,2148.0,2148.0,2066.2,2079.85,2078.4,2099.34,1443827,3031085181.0,62774,438684,30.38,2018,5,-3.29874843,Among top losers,1938.2357142857145,1932.148529411764,1957.496428571429,121.66798211065304,121.66798211065304,2200.832392792735,1714.160464350123,-3.2402234636871468,3.95895847449425,1.6769031843999993,4.46766665986416,1.0
256,256,BAJFINANCE,EQ,2018-05-24,2078.4,2095.5,2109.8,2068.0,2109.0,2094.75,2086.16,840932,1754316686.0,30038,178900,21.27,2018,5,0.7866628179999999,Slight positive,1946.661904761905,1937.4176470588227,1974.4500000000005,123.17454469791029,123.17454469791029,2220.7990893958213,1728.10091060418,-0.03579098067287043,2.02127659574469,0.30763349279999924,2.990944182199005,1.0
257,257,BAJFINANCE,EQ,2018-05-25,2094.75,2107.0,2151.9,2103.5,2120.0,2116.0,2128.68,1342145,2857003477.0,48489,293628,21.88,2018,5,1.014440864,Positive,1956.9547619047619,1942.6647058823519,1990.203571428572,126.35619443018268,126.35619443018268,2242.915960288937,1737.4911825682066,0.42714760322733747,2.3009270263846013,-0.29422065240000067,2.2727838975110055,-1.0
258,258,BAJFINANCE,EQ,2018-05-28,2116.0,2125.0,2138.0,2086.25,2096.2,2094.95,2105.35,806190,1697311144.0,27155,245425,30.44,2018,5,-0.994801512,Slight negative,1966.6142857142856,1947.0970588235282,2006.3857142857144,124.04285306136492,124.04285306136492,2254.4714204084444,1758.3000081629846,-1.414117647058832,2.480527261833433,-0.08195121980000061,2.1108835947935627,-1.0
259,259,BAJFINANCE,EQ,2018-05-29,2094.95,2105.0,2107.0,2065.05,2080.0,2077.1,2085.25,727259,1516519677.0,36634,219850,30.23,2018,5,-0.852048975,Slight negative,1974.992857142857,1951.5397058823519,2022.671428571429,116.54472682900456,116.54472682900456,2255.7608822294383,1789.5819749134198,-1.3254156769596241,2.0314278104646286,-0.6688990470000006,1.7326394380318073,1.0
260,260,BAJFINANCE,EQ,2018-05-30,2077.1,2063.3,2130.0,2056.25,2130.0,2118.65,2100.07,1251508,2628260086.0,53403,298001,23.81,2018,5,2.000385152,Positive,1985.0380952380954,1957.2455882352929,2042.7607142857144,105.90671726093636,105.90671726093636,2254.574148807588,1830.9472797638416,2.6825958416129456,3.5866261398176293,0.39092766939999946,1.2846171319387623,-1.0
261,261,BAJFINANCE,EQ,2018-05-31,2118.65,2142.5,2145.0,2101.0,2111.35,2109.9,2121.83,1323397,2808022034.0,67410,493442,37.29,2018,5,-0.412998844,No change,1994.7904761904763,1962.55588235294,2060.5035714285723,93.2556194724247,93.2556194724247,2247.0148103734214,1873.9923324837225,-1.5215869311551884,2.094240837696335,0.15099533699999945,1.3041106752436484,-1.0
262,262,BAJFINANCE,EQ,2018-06-01,2109.9,2120.0,2120.0,2065.8,2078.0,2077.4,2088.53,604574,1262671756.0,26591,200124,33.1,2018,6,-1.540357363,Negative,2004.4619047619046,1967.3514705882333,2075.710714285715,74.2586052474428,74.2586052474428,2224.2279247806005,1927.1935037908293,-2.0094339622641466,2.6236808984412727,-0.35996430840000054,1.3795430035615313,-1.0
263,263,BAJFINANCE,EQ,2018-06-04,2077.4,2090.2,2098.75,2055.3,2057.0,2062.85,2073.84,513152,1064192801.0,23021,156624,30.52,2018,6,-0.700394724,Slight negative,2014.2452380952386,1970.8676470588214,2087.203571428572,55.338008444199,55.338008444199,2197.8795883169696,1976.5275545401737,-1.308487226102761,2.1140466112003025,-0.3010829508000006,1.3516744352958214,1.0
264,264,BAJFINANCE,EQ,2018-06-05,2062.85,2065.0,2119.55,2055.0,2114.25,2100.6,2083.92,816879,1702311602.0,41227,281192,34.42,2018,6,1.829992486,Positive,2024.014285714286,1975.7367647058807,2100.107142857143,27.29400368874856,27.29400368874856,2154.69515023464,2045.519135479646,1.723970944309923,3.141119221411201,0.23532534139999944,1.5896025284590856,1.0
265,265,BAJFINANCE,EQ,2018-06-06,2100.6,2122.0,2172.9,2107.0,2168.25,2160.65,2142.7,1802977,3863242920.0,73745,466140,25.85,2018,6,2.858707036,Positive,2037.9309523809525,1982.6132352941158,2106.832142857143,29.85523151643385,29.85523151643385,2166.5426058900107,2047.1216798242756,1.8213949104618328,3.127669672520175,0.4069897181999994,1.852477859732099,1.0
266,266,BAJFINANCE,EQ,2018-06-07,2160.65,2172.0,2197.2,2160.15,2167.0,2169.45,2181.8,1489413,3249606089.0,71154,347209,23.31,2018,6,0.407284845,No change,2053.1857142857143,1990.1470588235272,2108.246428571429,32.40011552853625,32.40011552853625,2173.0466596285014,2043.4461975143563,-0.11740331491713545,1.7151586695368248,0.5710464559999994,1.797202177139761,1.0
267,267,BAJFINANCE,EQ,2018-06-08,2169.45,2164.9,2219.95,2147.05,2210.0,2186.85,2190.2,3039595,6657313397.0,77464,1252757,41.21,2018,6,0.802046602,Slight positive,2069.8261904761903,1999.1602941176448,2114.0607142857143,38.57499777440631,38.57499777440631,2191.210709834527,2036.9107187369016,1.0139036445101306,3.3953564192729386,1.0395272489999994,1.3617733269140544,1.0
268,268,BAJFINANCE,EQ,2018-06-11,2186.85,2210.0,2258.5,2196.2,2250.0,2250.3,2236.24,2059581,4605716851.0,75808,833684,40.48,2018,6,2.901433569,Positive,2088.3404761904762,2009.4823529411747,2121.275,52.57601730972577,52.57601730972577,2226.427034619452,2016.1229653805483,1.823529411764714,2.8367179673982417,1.7598929075999994,1.1470003964095836,1.0
269,269,BAJFINANCE,EQ,2018-06-12,2250.3,2255.0,2277.0,2236.0,2263.0,2261.25,2258.87,1655167,3738810728.0,60888,745760,45.06,2018,6,0.486601786,No change,2107.2333333333336,2019.5838235294095,2134.3357142857144,62.81944342738309,62.81944342738309,2259.9746011404804,2008.696827430948,0.2771618625277162,1.8336314847942754,1.4912147675999994,1.2765046271301952,-1.0
270,270,BAJFINANCE,EQ,2018-06-13,2261.25,2270.0,2271.6,2225.7,2233.2,2231.05,2242.65,1095372,2456532733.0,64896,517603,47.25,2018,6,-1.3355445,Negative,2122.9047619047624,2029.3249999999978,2144.0714285714284,66.65717029432797,66.65717029432797,2277.385769160084,2010.7570879827724,-1.7158590308369963,2.062272543469475,0.6523644603999992,1.509970191404471,1.0
271,271,BAJFINANCE,EQ,2018-06-14,2231.05,2235.0,2252.0,2197.0,2251.7,2243.25,2220.71,1321341,2934314588.0,41796,603530,45.68,2018,6,0.546827727,Slight positive,2138.3000000000006,2039.6529411764684,2153.160714285714,71.06502487854118,71.06502487854118,2295.290764042797,2011.0306645286319,0.3691275167785235,2.5034137460172965,0.6802730367999993,1.50559120088663,1.0
272,272,BAJFINANCE,EQ,2018-06-15,2243.25,2250.0,2291.55,2231.1,2279.0,2283.6,2273.28,1637500,3722495104.0,77355,623307,38.06,2018,6,1.798729522,Positive,2148.6380952380955,2050.901470588233,2166.635714285714,76.82995817079491,76.82995817079491,2320.295630627304,2012.9757979441242,1.4933333333333294,2.7094258437542145,0.8796096207999993,1.5893914083895018,-1.0
273,273,BAJFINANCE,EQ,2018-06-18,2283.6,2272.0,2296.0,2234.2,2239.65,2243.15,2265.07,1126877,2552451099.0,112369,505813,44.89,2018,6,-1.7713259769999998,Negative,2153.0904761904767,2060.7676470588212,2178.4964285714286,74.73299771721183,74.73299771721183,2327.9624240058524,2029.030433137005,-1.269806338028165,2.766090770745689,-0.054942288400000726,1.4728723050107586,1.0
274,274,BAJFINANCE,EQ,2018-06-19,2243.15,2235.0,2281.0,2227.05,2269.45,2270.6,2268.85,1151582,2612771041.0,64250,395469,34.34,2018,6,1.223725564,Positive,2160.9547619047626,2071.5176470588212,2189.35,76.38845311452073,76.38845311452073,2342.126906229041,2036.5730937709586,1.5928411633109578,2.4224871466738427,0.09248246719999928,1.5740443534805255,-1.0
275,275,BAJFINANCE,EQ,2018-06-20,2270.6,2274.95,2302.1,2261.15,2268.7,2267.8,2284.95,1127273,2575766142.0,46257,444405,39.42,2018,6,-0.123315423,No change,2166.5976190476194,2083.091176470586,2200.6285714285723,75.40595700372009,75.40595700372009,2351.440485436012,2049.816657421132,-0.3142926218158481,1.8110253632001334,0.33492828259999924,1.3805678496759215,-1.0
276,276,BAJFINANCE,EQ,2018-06-21,2267.8,2277.0,2288.0,2250.1,2257.2,2257.45,2267.69,717023,1625983125.0,43732,252604,35.23,2018,6,-0.456389452,No change,2175.12380952381,2094.8573529411747,2213.4892857142854,67.73624236860411,67.73624236860411,2348.961770451493,2078.0168009770773,-0.8585858585858666,1.6843695835740673,0.13428484679999925,1.4145550352621927,1.0
277,277,BAJFINANCE,EQ,2018-06-22,2257.45,2267.0,2342.0,2250.55,2342.0,2336.05,2305.72,1714224,3952516033.0,61570,476196,27.78,2018,6,3.481804691,Among top gainers,2186.6142857142863,2107.8161764705865,2233.0035714285723,59.900052858207424,59.900052858207424,2352.8036771449865,2113.203465712157,3.0458756065284596,4.063451156383987,0.4708998805999992,1.9920359194021062,1.0
